index,sfdc_tier,poc_image,segment,sub_segment,Brand,Pack_Type,GTO_2019,Volume_2019 Product,province,price,returnability,norm,OnInvoice Discount(LCU),label
9181,2.0,1,0,0,16,0,6.859551942595596,0.927823967687828,6,376.81,1,16.186414056238647,4.8396096970441524,0
9182,2.0,1,0,0,16,0,5.9104713878984505,-0.053400776727115296,6,389.11,1,16.186414056238647,3.923160749838602,0
9183,2.0,1,0,0,16,0,5.620183450779887,-0.23445731121448327,6,348.85,1,16.186414056238647,3.644143560272545,0
9184,2.0,1,0,0,17,0,2.8724340572094973,-2.4079456086518722,6,196.44,1,17.175564037317667,0.9477893989335261,0
9185,2.0,1,0,0,22,0,5.2870036066477635,-0.7444404749474959,6,416.32,1,22.135943621178654,3.1023420086122493,0
9186,2.0,1,0,0,11,3,6.859100605633409,0.9555114450274363,6,366.35,1,11.661903789690601,4.738651577362572,0
9187,2.0,1,0,0,13,3,9.320725443385387,3.7819143200811256,6,254.38,1,13.564659966250536,7.25547827351904,1
9188,2.0,1,0,0,20,3,6.081670814994131,0.3364722366212129,6,312.69,1,20.37154878746336,4.092509546276371,1
9203,2.0,1,1,13,13,0,6.619433001642933,0.7701082216960737,5,347.0,1,13.2664991614216,4.296468746312235,0
9204,2.0,1,1,13,13,0,6.23803161336578,0.5538851132264376,5,294.17,1,13.2664991614216,1.8687205103641833,0
9205,2.0,1,1,13,16,0,5.82346001090882,-0.1404121537167449,5,389.11,1,16.217274740226856,3.3470931226689546,0
9206,2.0,1,1,13,16,0,5.371474887165763,-0.5923972774598024,5,389.11,1,16.217274740226856,2.9902170928658807,0
9207,2.0,1,1,13,13,3,10.414252774477966,4.874433672915854,5,254.63,1,13.601470508735444,8.286722864715566,1
9208,1.0,1,3,5,13,0,5.115235520807674,-0.7339691750802004,10,346.96,1,13.45362404707371,4.020339148911605,0
9209,1.0,1,3,5,13,0,4.651862913980073,-1.0216512475319814,10,291.06,1,13.45362404707371,3.6689318163042404,0
9210,1.0,1,3,5,13,0,7.524679945627578,1.8405496333974873,10,294.16,1,13.45362404707371,6.821619881846465,1
9213,2.0,1,0,0,11,0,6.7064343721784,0.9932517730102838,10,302.83,1,11.269427669584644,5.009634793762673,1
9214,2.0,1,0,0,13,0,4.645351975620923,-1.2039728043259361,10,347.0,1,13.228756555322953,3.0204248861443626,0
9215,2.0,1,0,0,13,0,5.435641557411255,-0.2484613592984996,10,294.15,1,13.228756555322953,3.654805473780185,0
9216,2.0,1,0,0,16,0,3.4255647381104497,-2.5383074265151158,10,389.11,1,16.186414056238647,1.7263316639055997,0
9217,2.0,1,0,0,23,0,7.031776593827884,1.1378330018213911,10,362.83,1,23.130067012440755,5.3618084643292345,1
9218,2.0,1,0,0,13,3,9.499249191665786,3.9982007016691985,10,244.95,1,13.564659966250536,7.790493363823548,1
9222,2.0,1,0,1,11,0,4.969257589642278,-0.8675005677047231,3,342.67,1,11.269427669584644,3.7123518102990785,0
9223,2.0,1,0,1,11,0,5.441464875766521,-0.41551544396166595,3,349.67,1,11.269427669584644,4.174541104216377,0
9224,2.0,1,0,1,11,0,3.99838417107619,-1.7147984280919266,3,302.83,1,11.269427669584644,2.706048198431537,0
9225,2.0,1,0,1,11,0,4.969257589642278,-0.8675005677047231,3,342.67,1,11.269427669584644,3.7123518102990785,0
9226,2.0,1,0,1,13,0,5.520820712974823,-0.32850406697203594,3,347.0,1,13.228756555322953,4.301494223781961,0
9227,2.0,1,0,1,16,0,3.4147715016892732,-2.5383074265151158,3,384.94,1,16.186414056238647,2.1198634561787513,0
9228,2.0,1,0,1,16,0,4.116106054003613,-1.8451602459551701,3,388.1,1,16.186414056238647,2.833213344056216,0
9229,2.0,1,0,1,16,0,4.788158187325206,-0.7465479572870606,3,253.33,1,16.186414056238647,3.2827891506118534,0
9230,2.0,1,0,1,22,0,5.893189977839641,-0.1404121537167449,3,417.22,1,22.135943621178654,4.304470416455007,0
9231,2.0,1,0,1,11,3,6.219356805444395,0.1823215567939546,3,418.65,1,11.661903789690601,4.742842991113164,0
9232,2.0,1,0,1,11,3,7.032668390680934,1.308332819650179,3,306.23,1,11.661903789690601,5.746778105117297,1
9233,2.0,1,0,1,13,3,9.204628087902687,3.655839600035736,3,256.93,1,13.564659966250536,7.855188025175348,1
9234,2.0,1,0,1,16,3,6.000820642032007,0.1823215567939546,3,336.47,1,16.46207763315433,4.7141142729772705,1
9235,2.0,1,0,1,16,3,7.814205753944766,1.8562979903656263,3,386.8,1,16.46207763315433,6.523958703344688,1
9236,2.0,1,0,1,21,3,8.951237981807706,3.3603753871419,3,267.97,1,21.354156504062622,7.653262434823235,1
9237,1.0,1,0,1,2,0,3.2120525995200753,-2.8134107167600364,8,413.83,1,2.6457513110645907,1.5390154481375546,2
9239,1.0,1,0,1,16,0,3.4255647381104497,-2.5383074265151158,8,389.11,1,16.09347693943108,1.7263316639055997,0
9240,1.0,1,0,1,16,0,3.422958873443668,-2.5383074265151158,8,388.1,1,16.09347693943108,1.7351891177396608,0
9241,1.0,1,0,1,16,0,4.500476114873425,-1.439695137847006,8,380.0,1,16.09347693943108,2.876948737564024,0
9242,1.0,1,0,1,23,0,3.080532875246456,-2.8134107167600364,8,362.83,1,23.065125189341593,1.410986973710262,0
9243,1.0,1,0,1,11,3,5.903589160605973,0.0,8,366.35,1,11.532562594670797,4.132763672126045,1
9244,1.0,1,0,1,13,3,9.882241443921892,4.350277936359301,8,252.64,1,13.45362404707371,8.007833159811856,1
9245,1.0,1,0,1,16,3,6.987527180760297,1.0296194171811586,8,386.8,1,16.3707055437449,5.186155999659706,1
9246,1.0,1,0,1,20,3,6.487135923102295,0.5877866649021191,8,364.8,1,20.29778313018444,4.680463170023523,1
9247,1.0,1,0,1,22,3,7.135830648861857,1.2237754316221154,8,369.46,1,22.271057451320086,3.152736022363656,0
9249,0.0,1,0,0,11,0,4.142181891636261,-2.120263536200091,1,524.5,1,11.090536506409418,1.0818051703517284,0
9250,0.0,1,0,0,11,0,5.202356975402125,-0.616186139423817,1,336.48,1,11.090536506409418,2.0149030205422647,0
9251,0.0,1,0,0,13,0,5.520820712974823,-0.41551544396166595,1,378.55,1,13.076696830622021,3.0694473113762717,0
9253,0.0,1,0,0,16,0,6.561058954039599,0.555033878430311,1,405.87,1,16.06237840420901,3.0469005601283903,0
9254,0.0,1,0,0,16,0,5.505006279790286,-0.5905905922348533,1,443.9,1,16.06237840420901,2.5360749363624,0
9256,0.0,1,0,0,13,3,8.400636902997677,2.833213344056216,1,261.76,1,13.416407864998739,5.556750838640694,1
9257,1.0,1,2,4,13,2,5.989061662491672,0.2366519013390021,2,314.95,0,13.379088160259652,2.7587433154177283,2
9258,1.0,1,2,4,13,2,7.9387594512329995,2.2579014853674053,2,293.2,0,13.379088160259652,4.770515118574929,2
9259,1.0,1,2,4,13,0,3.7290612437467683,-2.120263536200091,2,347.0,1,13.2664991614216,-0.11653381625595151,0
9270,2.0,1,0,0,22,0,5.780465699427158,-0.23319388716771114,5,408.98,1,22.135943621178654,3.946231176757883,0
9273,0.0,1,2,4,4,0,5.040841136153322,-0.8580218237501793,1,364.62,0,4.58257569495584,2.448415541205585,2
9274,0.0,1,2,4,9,0,3.1801349965517702,-2.5383074265151158,1,304.43,0,9.273618495495704,0.7608058290337602,2
9275,0.0,1,2,4,9,0,3.377246160839642,-2.5383074265151158,1,370.76,0,9.273618495495704,0.9783261227936078,2
9276,0.0,1,2,4,9,0,3.3975239762958465,-2.5383074265151158,1,378.35,0,9.273618495495704,1.0224509277025455,2
9277,0.0,1,2,4,11,2,3.202339856228101,-2.5383074265151158,1,311.27,0,11.40175425099138,0.8544153281560676,2
9278,0.0,1,2,4,11,0,3.4600950229096408,-2.120263536200091,1,265.17,1,11.269427669584644,1.7263316639055997,0
9279,0.0,1,2,4,11,0,5.731397641689174,-0.040821994520255166,1,321.25,1,11.269427669584644,3.9636662385799846,0
9280,0.0,1,2,4,11,0,4.782730425680335,-1.439695137847006,1,503.92,1,11.269427669584644,2.9902170928658807,0
9281,0.0,1,2,4,11,0,6.45956010714691,0.40613155265132483,1,425.57,1,11.269427669584644,4.652721487846314,0
9282,0.0,1,2,4,11,0,4.771362360852162,-0.8675005677047231,1,281.14,1,11.269427669584644,3.041661205442391,0
9283,0.0,1,2,4,11,0,6.134612056326467,0.27763173659827955,1,349.67,1,11.269427669584644,4.3551691805039985,0
9284,0.0,1,2,4,11,0,5.32593253358101,-0.5108256237659907,1,342.67,1,11.269427669584644,3.55820113047182,0
9285,0.0,1,2,4,13,0,6.126956516545138,0.27763173659827955,1,347.0,1,13.228756555322953,4.396668911410751,0
9286,0.0,1,2,4,16,0,5.728149831104496,-0.23572233352106983,1,389.11,1,16.186414056238647,3.9239515762934194,0
9287,0.0,1,2,4,16,0,3.652215469742345,-2.5383074265151158,1,488.1,1,16.186414056238647,1.8656293177945105,0
9288,0.0,1,2,4,16,0,5.731657011422181,-0.4588658848352796,1,488.1,1,16.186414056238647,3.945070859474346,0
9289,0.0,1,2,4,16,0,5.3688690224989815,-0.5923972774598024,1,388.1,1,16.186414056238647,3.5751506887855933,0
9290,0.0,1,2,4,16,0,6.446386263928739,0.5527350268432004,1,362.73,1,16.186414056238647,4.669083511731744,0
9291,0.0,1,2,4,18,0,4.83723383467686,-1.0216512475319814,1,350.33,1,18.16590212458495,3.083743150876704,0
9292,0.0,1,2,4,22,0,6.439733684207711,0.40613155265132483,1,417.22,1,22.135943621178654,4.591071261608589,0
9293,0.0,1,2,4,11,3,8.664768011880357,2.9338568698359038,1,308.25,1,11.661903789690601,6.686509924951007,1
9294,0.0,1,2,4,13,3,9.440408691642853,3.9318256327243257,1,246.8,1,13.564659966250536,7.39207469659068,1
9295,0.0,1,2,4,16,3,6.182993584652849,0.47000362924573563,1,302.77,1,16.46207763315433,4.203198967134183,1
9296,0.0,1,2,4,16,3,8.155132340915358,2.1972245773362196,1,386.8,1,16.46207763315433,6.1713038590129194,1
9297,0.0,1,2,4,16,3,4.417514427603435,-1.6094379124341003,1,414.45,1,16.46207763315433,2.4501426573516603,0
9298,0.0,1,2,4,18,3,5.188614101456073,-0.5108256237659905,1,298.7,1,18.411952639521967,3.250374491927572,0
9299,0.0,1,2,4,22,3,8.561298111235383,2.6461747973841225,1,370.6,1,22.338307903688676,4.790985632036302,1
9301,1.0,1,0,1,2,0,5.382612558043431,-0.7339691750802004,0,453.31,1,2.6457513110645907,3.119718253334982,2
9302,1.0,1,0,1,2,0,5.241005999834923,-0.8675005677047231,0,449.67,1,2.6457513110645907,2.9861868607104594,2
9303,1.0,1,0,1,11,0,5.475877606240281,-0.7465479572870606,0,503.92,1,11.135528725660043,3.108167702883779,0
9304,1.0,1,0,1,11,0,5.789929589389889,0.0769610411361284,0,302.77,1,11.135528725660043,3.962525987601253,0
9305,1.0,1,0,1,13,0,5.8085027854266045,-0.040821994520255166,0,347.0,1,13.114877048604,3.2991646560970036,0
9306,1.0,1,0,1,15,0,5.879750557477981,-0.053400776727115296,0,377.34,1,15.0996688705415,3.250374491927572,0
9307,1.0,1,0,1,16,0,5.61374835195222,-0.23572233352106997,0,347.05,1,16.09347693943108,3.5136328109919437,0
9308,1.0,1,0,1,22,0,7.208770567733797,1.1768071362531665,0,416.53,1,22.06807649071391,4.480740107609915,0
9309,1.0,1,0,1,16,3,9.278719321718405,3.367295829986474,0,369.23,1,16.3707055437449,7.238317227063617,1
9310,1.0,1,0,1,16,3,8.235342085786877,2.322387720290225,0,369.8,1,16.3707055437449,6.176781612881735,1
9311,1.0,1,0,1,21,3,9.863107647779792,4.297285406218791,0,261.34,1,21.283796653792763,7.678650228164007,1
9312,1.0,1,0,1,22,3,7.419200710627534,1.5040773967762742,0,370.6,1,22.271057451320086,4.807294370078226,1
9319,0.0,1,1,7,2,0,3.2120525995200753,-2.8134107167600364,1,413.83,1,2.6457513110645907,1.252762968495368,2
9320,0.0,1,1,7,11,0,4.208268308540415,-1.8451602459551701,1,425.57,1,11.135528725660043,2.2192034840549946,0
9321,0.0,1,1,7,11,0,4.989479752023464,-0.8675005677047231,1,349.67,1,11.135528725660043,3.0281994636914926,0
9322,0.0,1,1,7,11,0,5.38467853219608,-0.3285040669720361,1,302.83,1,11.135528725660043,3.3995293245614584,0
9324,0.0,1,1,7,15,0,4.781138268809871,-1.152013065395225,1,377.34,1,15.0996688705415,2.186051276738094,0
9325,0.0,1,1,7,16,0,5.03500265054455,-0.9288695140810151,1,389.11,1,16.09347693943108,3.0478502278160975,0
9326,0.0,1,1,7,16,0,4.750827758410455,-1.439695137847006,1,488.1,1,16.09347693943108,2.783157673589016,0
9327,0.0,1,1,7,16,0,3.422958873443668,-2.5383074265151158,1,388.1,1,16.09347693943108,1.4469189829363254,0
9328,0.0,1,1,7,16,0,4.095011006765261,-1.439695137847006,1,253.33,1,16.09347693943108,2.1838015570040787,0
9329,0.0,1,1,7,20,0,3.251536607107749,-2.8134107167600364,1,430.5,1,20.074859899884732,1.2725655957915476,0
9330,0.0,1,1,7,22,0,4.881589066161162,-1.152013065395225,1,417.22,1,22.06807649071391,2.503891949699081,0
9331,0.0,1,1,7,23,0,3.080532875246456,-2.8134107167600364,1,362.83,1,23.065125189341593,1.1216775615991057,0
9332,0.0,1,1,7,13,3,9.214736693975285,3.676300671907076,1,254.28,1,13.45362404707371,7.166327748287352,1
9333,0.0,1,1,7,16,3,7.459292811209135,1.5260563034950492,1,377.37,1,16.3707055437449,5.473362514371215,1
9334,0.0,2,2,12,5,0,4.910004317257438,-1.152013065395225,1,429.24,0,5.744562646538029,2.514465452029545,0
9335,0.0,2,2,12,9,0,6.085296361941852,0.16974277458709455,1,370.76,0,9.433981132056603,3.6863763238958183,0
9336,0.0,2,2,12,9,0,5.343481918502411,-0.5905905922348533,1,377.69,0,9.433981132056603,2.8142103969306005,0
9337,0.0,2,2,12,2,0,5.788123623089952,-0.3285040669720361,1,453.33,1,3.605551275463989,3.428488241898059,0
9338,0.0,2,2,12,2,0,4.821490511954176,-1.2039728043259361,1,413.83,1,3.605551275463989,2.4553061800117097,0
9339,0.0,2,2,12,11,0,5.630028286067539,-0.5923972774598024,1,503.92,1,11.40175425099138,3.248822901236153,0
9340,0.0,2,2,12,11,0,7.126039040624694,1.0726104861291088,1,425.57,1,11.40175425099138,4.731979032851787,0
9341,0.0,2,2,12,11,0,4.989479752023464,-0.8675005677047231,1,349.67,1,11.40175425099138,2.6239436918052106,0
9342,0.0,2,2,12,13,0,4.981824212242136,-0.8675005677047231,1,347.0,1,13.341664064126334,2.66374994220563,0
9343,0.0,2,2,12,15,0,5.5920684850262,-0.3410828491788961,1,377.34,1,15.297058540778355,2.377692565480851,0
9344,0.0,2,2,12,16,0,5.728149831104496,-0.2357223335210701,1,389.11,1,16.278820596099706,3.3357695763397,0
9345,0.0,2,2,12,16,0,6.137122119530345,-0.053400776727115296,1,488.1,1,16.278820596099706,3.763058852288188,0
9346,0.0,2,2,12,16,0,5.907865523231669,-0.053400776727115414,1,388.1,1,16.278820596099706,3.5251833614431463,0
9347,0.0,2,2,12,16,0,5.347773975260629,-0.45728485683796083,1,331.97,1,16.278820596099706,3.031099417391282,0
9348,0.0,2,2,12,18,0,4.9913845145041185,-0.8675005677047231,1,350.33,1,18.24828759089466,2.6490076604684267,0
9349,0.0,2,2,12,20,0,5.197446756163062,-0.8675005677047231,1,430.5,1,20.223748416156685,2.8130106367386967,0
9350,0.0,2,2,12,22,0,6.328508049097486,0.2949059175411007,1,417.22,1,22.20360331117452,3.729781445434362,0
9358,2.0,2,0,0,13,0,6.4032098931732975,0.5538851132264376,10,347.0,1,13.341664064126334,5.510885191490062,0
9359,2.0,2,0,0,15,0,5.340754056745293,-0.5923972774598024,10,377.34,1,15.297058540778355,3.6136169696133895,0
9360,2.0,2,0,0,16,0,5.9104713878984505,-0.053400776727115296,10,389.11,1,16.278820596099706,4.442180557493629,0
9361,2.0,2,0,0,16,0,6.292235584101481,0.3520643313810491,10,380.0,1,16.278820596099706,4.842768758271886,0
9362,2.0,2,0,0,22,0,6.896481973383678,0.8633118070832684,10,417.04,1,22.20360331117452,5.591210836050351,0
9363,2.0,2,0,0,11,3,7.669868664006805,1.9459101490553132,10,306.11,1,11.789826122551595,6.383945727657851,1
9364,2.0,2,0,0,16,3,8.800445466788632,2.8903717578961645,10,368.73,1,16.55294535724685,7.3431092319491675,1
9365,2.0,2,0,0,21,3,9.842488360577056,4.276666119016055,10,261.34,1,21.42428528562855,8.42547475357719,1
9366,2.0,2,2,4,11,0,4.50920979484218,-1.2039728043259361,3,302.83,1,11.575836902790225,3.0349529867072724,0
9367,2.0,2,2,4,13,0,5.520820712974823,-0.3285040669720361,3,347.0,1,13.490737563232042,4.0328237055738505,0
9368,2.0,2,2,4,13,0,5.067960360715525,-0.616186139423817,3,294.17,1,13.490737563232042,2.217027204632399,0
9369,2.0,2,2,4,16,0,5.371474887165763,-0.5923972774598024,3,389.11,1,16.401219466856727,3.895283681423848,0
9370,2.0,2,2,4,16,0,5.371474887165763,-0.5905905922348533,3,388.41,1,16.401219466856727,3.895080284697834,0
9371,2.0,2,2,4,16,0,5.717652506175064,-0.14041215371674515,3,350.05,1,16.401219466856727,4.21419952403038,0
9372,2.0,2,2,4,18,0,6.9574878560838265,1.0986122886681098,3,350.33,1,18.35755975068582,5.381278887262384,0
9373,2.0,2,2,4,22,0,5.4412048540965845,-0.5923972774598024,3,417.22,1,22.293496809607955,3.4651107074058083,0
9374,2.0,2,2,4,13,3,8.908662142007545,3.342861804649192,3,261.33,1,13.820274961085254,7.381850526131126,1
9375,2.0,2,2,4,22,3,6.225211681206383,0.3364722366212129,3,360.95,1,22.494443758403985,4.733827218196353,0
9378,1.0,1,0,0,21,1,12.08470028845978,6.516355784698684,3,262.0,0,21.071307505705477,10.522549991441752,2
9380,1.0,1,0,0,2,0,7.254460691883379,1.1378330018213911,3,453.33,1,2.6457513110645907,5.953477073202482,2
9381,1.0,1,0,0,2,0,3.2120525995200753,-2.8134107167600364,3,413.83,1,2.6457513110645907,1.944480556245719,2
9382,1.0,1,0,0,11,0,5.475877606240281,-0.7465479572870606,3,503.92,1,11.135528725660043,4.194189897191817,0
9383,1.0,1,0,0,11,0,6.7571416696724595,0.9001613499442714,3,349.67,1,11.135528725660043,5.413964790073998,0
9384,1.0,1,0,0,11,0,6.888755928972355,1.1755733298042381,3,302.83,1,11.135528725660043,5.519979821580448,0
9386,1.0,1,0,0,16,0,6.516607191468766,0.5544596607860519,3,388.44,1,16.09347693943108,5.075798620002669,0
9387,1.0,1,0,0,16,0,5.217324207338505,-0.7465479572870606,3,389.11,1,16.09347693943108,3.5177945292459696,0
9388,1.0,1,0,0,16,0,4.961164898621959,-1.152013065395225,3,451.77,1,16.09347693943108,3.3727979071404572,0
9390,1.0,1,0,0,11,3,6.085910717399927,0.1823215567939546,3,366.35,1,11.532562594670797,4.420285346790972,0
9391,1.0,1,0,0,21,3,8.722822662711113,3.1570004211501135,3,261.34,1,21.283796653792763,6.05706500419193,1
9392,1.0,1,0,0,22,3,8.787943731032811,2.9391619220655967,3,346.81,1,22.271057451320086,6.91928851479581,1
9393,2.0,1,0,1,11,0,2.7669478423496954,-1.7147984280919266,6,88.39,1,11.269427669584644,1.0331844833456545,0
9394,2.0,1,0,1,11,0,4.121959729255074,-1.7147984280919266,6,342.67,1,11.269427669584644,2.354228326145884,0
9395,2.0,1,0,1,11,0,4.771362360852162,-1.0216512475319814,6,328.0,1,11.269427669584644,3.041661205442391,0
9396,2.0,1,0,1,11,0,5.608518960429688,-0.1743533871447778,6,324.69,1,11.269427669584644,3.82907608460722,0
9397,2.0,1,0,1,11,0,4.979213424087916,-0.7339691750802004,6,302.83,1,11.269427669584644,3.177220149599368,0
9398,2.0,1,0,1,11,0,4.969257589642278,-0.8675005677047231,6,342.67,1,11.269427669584644,3.2015261865330875,0
9399,2.0,1,0,1,13,0,6.254789888055023,0.4054651081081644,6,347.0,1,13.228756555322953,4.4836802884003815,0
9400,2.0,1,0,1,15,0,3.39484390768998,-2.5383074265151158,6,377.34,1,15.198684153570664,1.3217558399823195,0
9401,2.0,1,0,1,16,0,6.470087175833873,0.5062150112083075,6,389.11,1,16.186414056238647,4.617098756853365,0
9402,2.0,1,0,1,16,0,5.03500265054455,-0.9288695140810151,6,389.11,1,16.186414056238647,3.2308043957334744,0
9403,2.0,1,0,1,16,0,5.502400415123504,-0.4588658848352798,6,388.1,1,16.186414056238647,3.708682081410116,0
9404,2.0,1,0,1,17,0,3.5655812377694427,-1.7147984280919266,6,196.44,1,17.175564037317667,1.8229350866965048,0
9405,2.0,1,0,1,22,0,5.797879798035317,-0.23572233352106983,6,417.22,1,22.135943621178654,3.8705758155139725,0
9406,2.0,1,0,1,11,3,5.5262096248844506,-0.5108256237659907,6,418.65,1,11.661903789690601,3.3160025355989236,0
9407,2.0,1,0,1,11,3,5.6804456092917635,0.0,6,293.08,1,11.661903789690601,3.9094196195580313,0
9408,2.0,1,0,1,13,3,9.345098511838527,3.8066624897703196,6,254.28,1,13.564659966250536,7.473750673881598,1
9409,2.0,1,0,1,16,3,5.489846404092904,-0.2231435513142097,6,302.77,1,16.46207763315433,3.692373343368192,0
9410,2.0,1,0,1,20,3,8.646620172455668,2.747270914255491,6,364.8,1,20.37154878746336,6.839936717722955,1
9411,1.0,1,0,0,11,0,4.6137334166485795,-1.439695137847006,3,425.57,1,11.135528725660043,3.1346242724206097,0
9412,1.0,1,0,0,11,0,3.043569602968151,-2.8134107167600364,3,349.67,1,11.135528725660043,1.5933085305042167,0
9413,1.0,1,0,0,13,0,5.233138640523042,-0.616186139423817,3,347.0,1,13.114877048604,3.832330236518897,0
9414,1.0,1,0,0,16,0,5.505006279790286,-0.4588658848352796,3,389.11,1,16.09347693943108,4.028204759717555,0
9415,1.0,1,0,0,16,0,3.4255647381104497,-2.5383074265151158,3,389.11,1,16.09347693943108,1.9487632180377197,0
9416,1.0,1,0,0,16,0,3.422958873443668,-2.5383074265151158,3,388.1,1,16.09347693943108,1.9572739077056285,0
9417,1.0,1,0,0,16,0,4.788158187325206,-1.152013065395225,3,380.0,1,16.09347693943108,3.3877743613300146,0
9418,1.0,1,0,0,21,0,3.535145354171894,-2.120263536200091,3,285.83,1,21.071307505705477,2.0554049638515948,0
9419,1.0,1,0,0,22,0,4.188441885601216,-1.8451602459551701,3,417.22,1,22.06807649071391,2.0744289998562917,0
9420,1.0,1,0,0,11,3,7.617980791076834,1.8870696490323802,3,308.25,1,11.532562594670797,6.1504535035754895,1
9421,1.0,1,0,0,21,3,9.346389342839451,3.7328963395307104,3,274.1,1,21.283796653792763,7.85865611145189,1
9422,1.0,1,0,0,22,3,6.358743073830905,0.47000362924573563,3,360.95,1,22.271057451320086,4.867534450455582,1
9425,0.0,2,2,4,2,0,4.821490511954176,-1.2039728043259361,1,413.83,1,3.605551275463989,1.4327007339340465,0
9426,0.0,2,2,4,2,0,6.2395348299460505,0.131028262406404,1,449.67,1,3.605551275463989,2.620311286794203,0
9428,0.0,2,2,4,13,0,5.926285821082987,0.0769610411361284,1,347.0,1,13.341664064126334,1.998773638612381,0
9431,0.0,2,2,4,16,0,5.4439749389704,-0.7465479572870606,1,488.1,1,16.278820596099706,1.8656293177945105,0
9435,0.0,2,2,4,11,3,7.487173694213739,1.840549633397487,1,283.33,1,11.789826122551595,3.332204510175204,0
9436,0.0,2,2,4,16,3,9.112820151830785,3.202746442938317,1,368.73,1,16.55294535724685,4.509760001183434,0
9437,0.0,2,2,4,20,3,7.585748211770405,1.6863989535702284,1,364.8,1,20.445048300260872,3.1763857732472487,0
9438,0.0,2,2,4,21,3,8.880008246233526,3.3141860046725258,1,261.34,1,21.42428528562855,3.7546671946519394,0
9441,2.0,1,2,4,9,0,3.3775875160230218,-2.5383074265151158,3,370.89,0,9.486832980505138,0.7654678421395714,2
9442,2.0,1,2,4,9,0,3.3775875160230218,-2.5383074265151158,3,370.89,0,9.486832980505138,0.7654678421395714,2
9443,2.0,1,2,4,9,0,3.56953269648137,-2.5383074265151158,3,449.37,0,9.486832980505138,0.7654678421395714,2
9444,2.0,1,2,4,10,0,3.9646154555473165,-2.05572501506252,3,411.72,0,10.44030650891055,1.2499017362143359,2
9445,2.0,1,2,4,2,0,3.3032169733019514,-2.8134107167600364,3,453.33,1,3.7416573867739413,1.0402767116551463,2
9446,2.0,1,2,4,2,0,6.4304450212206286,0.3220834991691132,3,449.6,1,3.7416573867739413,4.175924549214524,2
9448,2.0,1,2,4,11,0,5.12455904041457,-0.9288695140810151,3,425.57,1,11.445523142259598,2.9258461460898246,0
9450,2.0,1,2,4,11,0,3.7367167835280966,-2.120263536200091,3,349.67,1,11.445523142259598,1.7334238922150915,0
9451,2.0,1,2,4,11,0,6.035098584128043,0.3220834991691132,3,302.78,1,11.445523142259598,4.244343779498307,0
9452,2.0,1,2,4,13,0,4.422208424306714,-1.4271163556401458,3,347.0,1,13.379088160259652,1.5871923034867805,0
9453,2.0,1,2,4,13,0,2.859912550411456,-2.8134107167600364,3,291.0,1,13.379088160259652,0.4885800148186709,0
9454,2.0,1,2,4,15,0,3.39484390768998,-2.5383074265151158,3,377.34,1,15.329709716755891,0.7654678421395714,0
9455,2.0,1,2,4,16,0,3.7367167835280966,-1.8451602459551701,3,265.57,1,16.30950643030009,2.0095554142156695,0
9456,2.0,1,2,4,16,0,3.5745903077118086,-2.5383074265151158,3,451.65,1,16.30950643030009,1.3164082336557241,0
9457,2.0,1,2,4,16,0,5.262171919911683,-0.9288695140810151,3,488.35,1,16.30950643030009,2.4150205223238337,0
9458,2.0,1,2,4,16,0,5.3688690224989815,-0.5923972774598024,3,388.1,1,16.30950643030009,3.2623183827110376,0
9459,2.0,1,2,4,16,0,4.095011006765261,-1.439695137847006,3,253.33,1,16.30950643030009,2.0095554142156695,0
9460,2.0,1,2,4,16,0,4.961164898621959,-1.152013065395225,3,451.77,1,16.30950643030009,2.702702594775615,0
9462,2.0,1,2,4,20,0,4.350148895775859,-1.7147984280919266,3,430.5,1,20.248456731316587,2.138889000323256,0
9463,2.0,1,2,4,22,0,7.184136233678764,1.1521530555961395,3,416.54,1,22.22611077089287,4.456089962973938,0
9464,2.0,1,2,4,23,0,4.179145163914566,-1.7147984280919266,3,362.83,1,23.2163735324878,2.138889000323256,0
9465,2.0,1,2,4,16,3,6.182993584652849,0.47000362924573563,3,302.77,1,16.583123951777,4.036715449385464,0
9466,2.0,1,2,4,16,3,9.743447313251934,3.7887247890836524,3,385.57,1,16.583123951777,7.646984197329087,1
9467,2.0,1,2,4,16,3,8.46420583133039,2.517696472610991,3,382.42,1,16.583123951777,6.305398990703829,1
9468,2.0,1,2,4,21,3,9.76077471053616,4.152613470346076,3,272.64,1,21.447610589527216,7.494897291696233,1
9469,2.0,1,0,0,2,0,5.500441550638171,-0.616186139423817,8,453.33,1,3.1622776601683795,4.333755086000182,2
9470,2.0,1,0,0,2,0,5.609947872318446,-0.4155154439616658,8,413.83,1,3.1622776601683795,4.437816056315923,2
9471,2.0,1,0,0,11,0,5.856560784643181,0.01980262729617973,8,342.67,1,11.269427669584644,4.695741884172478,0
9472,2.0,1,0,0,11,0,5.608518960429688,-0.24846135929849975,8,349.67,1,11.269427669584644,4.436751534363128,0
9473,2.0,1,0,0,11,0,4.845682031463393,-0.8675005677047231,8,302.83,1,11.269427669584644,3.6488384045767526,0
9474,2.0,1,0,0,11,0,6.019079714140955,0.1823215567939546,8,342.67,1,11.269427669584644,4.858260813670253,0
9475,2.0,1,0,0,13,0,5.60086342064836,-0.17435338714477766,8,322.21,1,13.228756555322953,4.397284637062862,0
9476,2.0,1,0,0,15,0,4.087991088249925,-1.8451602459551701,8,377.34,1,15.198684153570664,2.7587433154177283,0
